time_stamp, average time, incremental time, search time,fov check time, total time, alpha_bal, alpha_del
1584175705.92382693,0.03956441,0.01452258,0.00000320,1032251.00000000,0.04980126,0.000000,0.000000
1584175706.02387905,0.03956964,0.01451508,0.00000312,1032767.00000000,0.04844845,0.000000,0.000000
1584175706.12404108,0.03957320,0.01331642,0.00000312,1033340.00000000,0.04561725,0.000000,0.000000
1584175706.22407103,0.03957622,0.01253576,0.00000312,1034026.00000000,0.04470526,0.000000,0.000000
1584175706.32415199,0.03958037,0.01379897,0.00000312,1034653.00000000,0.04663866,0.000000,0.000000
1584175706.42425799,0.03958452,0.01296214,0.00000313,1035567.00000000,0.04663407,0.000000,0.000000
1584175706.52437305,0.03959101,0.01537437,0.00000336,1036429.00000000,0.05063762,0.000000,0.000000
1584175706.62440205,0.03959614,0.01399640,0.00000321,1037240.00000000,0.04833591,0.000000,0.000000
1584175706.72449398,0.03959964,0.01324375,0.00000314,1038271.00000000,0.04556249,0.000000,0.000000
1584175706.82453394,0.03960470,0.01350159,0.00000320,1039004.00000000,0.04823667,0.000000,0.000000
1584175706.92473102,0.03961035,0.01396464,0.00000317,1039904.00000000,0.04924459,0.000000,0.000000
1584175707.02477288,0.03961412,0.01346879,0.00000310,1040742.00000000,0.04605681,0.000000,0.000000
1584175707.12494612,0.03961814,0.01326074,0.00000315,1041326.00000000,0.04647888,0.000000,0.000000
1584175707.22493505,0.03962193,0.01324038,0.00000312,1042073.00000000,0.04609255,0.000000,0.000000
1584175707.32499099,0.03962692,0.01356787,0.00000315,1042779.00000000,0.04815886,0.000000,0.000000
1584175707.42510200,0.03963154,0.01373948,0.00000316,1043479.00000000,0.04754322,0.000000,0.000000
1584175707.52519488,0.03964480,0.02844504,0.00000314,1044186.00000000,0.06234133,0.000000,0.000000
1584175707.62529206,0.03964874,0.01068182,0.00000306,1044862.00000000,0.04640420,0.000000,0.000000
1584175707.72536302,0.03965003,0.01070427,0.00000284,1037651.00000000,0.04186539,0.000000,0.000000
1584175707.82546401,0.03965131,0.01107455,0.00000295,1038857.00000000,0.04183211,0.000000,0.000000
1584175707.92558098,0.03965270,0.01124797,0.00000296,1039934.00000000,0.04203747,0.000000,0.000000
1584175708.02557802,0.03965375,0.01114301,0.00000307,1040854.00000000,0.04146860,0.000000,0.000000
1584175708.12569904,0.03965689,0.01171126,0.00000320,1041924.00000000,0.04504570,0.000000,0.000000
1584175708.22581601,0.03965794,0.01134405,0.00000305,1042692.00000000,0.04147060,0.000000,0.000000
1584175708.32586908,0.03965913,0.01129722,0.00000303,1043464.00000000,0.04169539,0.000000,0.000000
1584175708.42595100,0.03966098,0.01170402,0.00000303,1044208.00000000,0.04285632,0.000000,0.000000
1584175708.52606010,0.03966261,0.01171789,0.00000300,1044869.00000000,0.04245755,0.000000,0.000000
1584175708.62616897,0.03966479,0.01182094,0.00000305,1045642.00000000,0.04342661,0.000000,0.000000
1584175708.72629499,0.03966712,0.01209431,0.00000305,1046355.00000000,0.04368146,0.000000,0.000000
1584175708.82628107,0.03966916,0.01188039,0.00000300,1047091.00000000,0.04318195,0.000000,0.000000
1584175708.92641306,0.03967091,0.01180817,0.00000299,1047733.00000000,0.04270399,0.000000,0.000000
1584175709.02652907,0.03967252,0.01165559,0.00000297,1048430.00000000,0.04244390,0.000000,0.000000
1584175709.12657905,0.03967492,0.01190116,0.00000299,1049296.00000000,0.04382072,0.000000,0.000000
1584175709.22663689,0.03967748,0.01272823,0.00000302,1050181.00000000,0.04411513,0.000000,0.000000
1584175709.32676792,0.03968079,0.01241187,0.00000295,1050822.00000000,0.04539738,0.000000,0.000000
1584175709.42681909,0.03968431,0.01269395,0.00000299,1051508.00000000,0.04577408,0.000000,0.000000
1584175709.52690506,0.03968641,0.01214156,0.00000299,1052282.00000000,0.04332776,0.000000,0.000000
1584175709.62701201,0.03969068,0.01282777,0.00000298,1052975.00000000,0.04709894,0.000000,0.000000
1584175709.72709203,0.03969402,0.01278957,0.00000305,1053909.00000000,0.04548054,0.000000,0.000000
1584175709.82714510,0.03969821,0.01477129,0.00000303,1054808.00000000,0.04696948,0.000000,0.000000
1584175709.92726803,0.03970139,0.01321630,0.00000298,1055641.00000000,0.04521912,0.000000,0.000000
1584175710.02737498,0.03970739,0.01423130,0.00000319,1056393.00000000,0.05013497,0.000000,0.000000
1584175710.12743592,0.03971293,0.01450566,0.00000298,1057343.00000000,0.04932998,0.000000,0.000000
1584175710.22751188,0.03971823,0.01535116,0.00000305,1058407.00000000,0.04894039,0.000000,0.000000
1584175710.32764697,0.03972481,0.01412342,0.00000315,1059253.00000000,0.05117495,0.000000,0.000000
1584175710.42768788,0.03973141,0.01604036,0.00000310,1060383.00000000,0.05122991,0.000000,0.000000
1584175710.52776694,0.03973469,0.01316867,0.00000306,1061359.00000000,0.04543892,0.000000,0.000000
1584175710.62789392,0.03973717,0.01261850,0.00000305,1062194.00000000,0.04406353,0.000000,0.000000
1584175710.72796106,0.03973936,0.01264640,0.00000303,1062422.00000000,0.04355521,0.000000,0.000000
1584175710.82806706,0.03974012,0.01144708,0.00000305,1063058.00000000,0.04107000,0.000000,0.000000
1584175710.92812300,0.03974224,0.01219987,0.00000306,1063533.00000000,0.04344748,0.000000,0.000000
1584175711.02824497,0.03974338,0.01155575,0.00000311,1064221.00000000,0.04173444,0.000000,0.000000
1584175711.12829399,0.03974534,0.01230744,0.00000306,1065079.00000000,0.04317354,0.000000,0.000000
1584175711.22840691,0.03974667,0.01152215,0.00000304,1065567.00000000,0.04206579,0.000000,0.000000
1584175711.32849503,0.03974708,0.01093031,0.00000306,1066212.00000000,0.04046732,0.000000,0.000000
1584175711.42856193,0.03974738,0.01105184,0.00000304,1066909.00000000,0.04027840,0.000000,0.000000
1584175711.52864289,0.03974721,0.01153963,0.00000309,1067791.00000000,0.03944109,0.000000,0.000000
1584175711.62877011,0.03974677,0.01134687,0.00000298,1068247.00000000,0.03897239,0.000000,0.000000
1584175711.72880507,0.03974639,0.01124260,0.00000304,1068850.00000000,0.03908764,0.000000,0.000000
1584175711.82888293,0.03974689,0.01192546,0.00000301,1069579.00000000,0.04062458,0.000000,0.000000
1584175711.92901301,0.03974677,0.01133804,0.00000305,1070277.00000000,0.03952465,0.000000,0.000000
1584175712.02905989,0.03974746,0.01237750,0.00000298,1070920.00000000,0.04097133,0.000000,0.000000
1584175712.12916589,0.03974884,0.01215079,0.00000302,1071339.00000000,0.04217333,0.000000,0.000000
1584175712.22928596,0.03975027,0.01077956,0.00000299,1071906.00000000,0.04225651,0.000000,0.000000
1584175712.32931089,0.03975141,0.01171495,0.00000306,1072752.00000000,0.04176215,0.000000,0.000000
1584175712.42942595,0.03975411,0.01167357,0.00000307,1073363.00000000,0.04450687,0.000000,0.000000
1584175712.52955508,0.03975623,0.01161291,0.00000300,1074029.00000000,0.04348743,0.000000,0.000000
1584175712.62958407,0.03976010,0.01153386,0.00000323,1074631.00000000,0.04659082,0.000000,0.000000
1584175712.72971201,0.03976149,0.01185674,0.00000296,1075224.00000000,0.04220680,0.000000,0.000000
1584175712.82977104,0.03976345,0.01172949,0.00000299,1075380.00000000,0.04322570,0.000000,0.000000
1584175712.92987800,0.03976720,0.01221714,0.00000318,1076246.00000000,0.04639453,0.000000,0.000000
1584175713.02994990,0.03976940,0.01169956,0.00000309,1076456.00000000,0.04365923,0.000000,0.000000
1584175713.13000298,0.03977136,0.01171236,0.00000307,1077303.00000000,0.04322949,0.000000,0.000000
1584175713.23007703,0.03977204,0.01109815,0.00000298,1078110.00000000,0.04097829,0.000000,0.000000
1584175713.33021498,0.03977253,0.01097186,0.00000296,1078926.00000000,0.04064699,0.000000,0.000000
1584175713.43028092,0.03977413,0.01186987,0.00000299,1079548.00000000,0.04259958,0.000000,0.000000
1584175713.53045988,0.03977520,0.01171888,0.00000297,1080178.00000000,0.04166786,0.000000,0.000000
1584175713.63044190,0.03977628,0.01085722,0.00000306,1080814.00000000,0.04169099,0.000000,0.000000
1584175713.73055601,0.03978001,0.01356699,0.00000303,1081460.00000000,0.04640694,0.000000,0.000000
1584175713.83070803,0.03978268,0.01236588,0.00000301,1082327.00000000,0.04451915,0.000000,0.000000
1584175713.93074489,0.03978462,0.01290864,0.00000303,1082739.00000000,0.04322513,0.000000,0.000000
1584175714.03080106,0.03978690,0.01246805,0.00000298,1083696.00000000,0.04384130,0.000000,0.000000
1584175714.13089991,0.03978875,0.01123039,0.00000299,1083801.00000000,0.04307415,0.000000,0.000000
1584175714.23097801,0.03978983,0.01136099,0.00000305,1084651.00000000,0.04170903,0.000000,0.000000
1584175714.33112097,0.03979480,0.01223808,0.00000325,1085443.00000000,0.04864342,0.000000,0.000000
1584175714.43119788,0.03981408,0.03757648,0.00000347,1086223.00000000,0.07415338,0.000000,0.000000
1584175714.53122306,0.03981590,0.01070587,0.00000319,1087230.00000000,0.04305312,0.000000,0.000000
1584175714.63134694,0.03981909,0.01223916,0.00000318,1088910.00000000,0.04550647,0.000000,0.000000
1584175714.73138499,0.03982144,0.01089834,0.00000287,1080941.00000000,0.04402840,0.000000,0.000000
1584175714.83151603,0.03982580,0.01464833,0.00000295,1082230.00000000,0.04759984,0.000000,0.000000
1584175714.93157291,0.03982959,0.01175074,0.00000317,1084522.00000000,0.04660730,0.000000,0.000000
1584175715.03169394,0.03983335,0.01437530,0.00000305,1085680.00000000,0.04654852,0.000000,0.000000
1584175715.13180995,0.03983919,0.01345307,0.00000322,1087945.00000000,0.05027298,0.000000,0.000000
1584175715.23190093,0.03984500,0.01709682,0.00000313,1089277.00000000,0.05024807,0.000000,0.000000
1584175715.33192611,0.03985012,0.01362163,0.00000318,1091474.00000000,0.04900294,0.000000,0.000000
1584175715.43206096,0.03985660,0.01692558,0.00000316,1092850.00000000,0.05147211,0.000000,0.000000
1584175715.53222394,0.03986290,0.01367363,0.00000318,1095405.00000000,0.05114437,0.000000,0.000000
1584175715.63221502,0.03986944,0.01929664,0.00000308,1096839.00000000,0.05159548,0.000000,0.000000
1584175715.73224807,0.03987712,0.01549704,0.00000324,1098446.00000000,0.05366938,0.000000,0.000000
1584175715.83239508,0.03988353,0.01405782,0.00000311,1099710.00000000,0.05137529,0.000000,0.000000
1584175715.93248892,0.03989009,0.01747847,0.00000320,1100645.00000000,0.05168421,0.000000,0.000000
1584175716.03269506,0.03989773,0.01581404,0.00000325,1103088.00000000,0.05362120,0.000000,0.000000
1584175716.13266301,0.03990922,0.02118268,0.00000327,1104341.00000000,0.06056443,0.000000,0.000000
1584175716.23284698,0.03991736,0.01419979,0.00000332,1106423.00000000,0.05457373,0.000000,0.000000
1584175716.33282304,0.03992802,0.01900895,0.00000337,1107867.00000000,0.05911061,0.000000,0.000000
1584175716.43283892,0.03993734,0.01551841,0.00000363,1109860.00000000,0.05672802,0.000000,0.000000
1584175716.53300810,0.03994553,0.01733180,0.00000321,1111287.00000000,0.05469006,0.000000,0.000000
1584175716.63309789,0.03995408,0.01569899,0.00000333,1113330.00000000,0.05538306,0.000000,0.000000
1584175716.73327398,0.03996447,0.01833133,0.00000340,1114593.00000000,0.05869644,0.000000,0.000000
1584175716.83321404,0.03997387,0.01325547,0.00000332,1115418.00000000,0.05694056,0.000000,0.000000
1584175716.93332696,0.03998040,0.01608479,0.00000320,1116626.00000000,0.05177691,0.000000,0.000000
1584175717.03339291,0.03998694,0.01511744,0.00000328,1118177.00000000,0.05180217,0.000000,0.000000
1584175717.13350391,0.03999493,0.01644945,0.00000320,1119145.00000000,0.05444865,0.000000,0.000000
1584175717.23353100,0.04000398,0.01524479,0.00000333,1120872.00000000,0.05637542,0.000000,0.000000
1584175717.33364701,0.04001025,0.01617900,0.00000321,1121946.00000000,0.05135028,0.000000,0.000000
1584175717.43378305,0.04001582,0.01527785,0.00000324,1123190.00000000,0.05009904,0.000000,0.000000
1584175717.53384995,0.04002133,0.01552293,0.00000322,1124202.00000000,0.05000796,0.000000,0.000000
1584175717.63391209,0.04002707,0.01493693,0.00000324,1125123.00000000,0.05043979,0.000000,0.000000
1584175717.73421192,0.04003192,0.01577378,0.00000323,1126370.00000000,0.04883511,0.000000,0.000000
1584175717.83411002,0.04003899,0.01651553,0.00000333,1127703.00000000,0.05286812,0.000000,0.000000
1584175717.93416810,0.04004512,0.01522565,0.00000327,1129127.00000000,0.05117183,0.000000,0.000000
1584175718.03424501,0.04005051,0.01579836,0.00000327,1130331.00000000,0.04985525,0.000000,0.000000
1584175718.13429689,0.04005767,0.01623816,0.00000332,1131412.00000000,0.05307321,0.000000,0.000000
1584175718.23443294,0.04006344,0.01681848,0.00000328,1132423.00000000,0.05055732,0.000000,0.000000
1584175718.33457804,0.04007754,0.01687556,0.00000387,1133378.00000000,0.06572890,0.000000,0.000000
1584175718.43457508,0.04008184,0.01427630,0.00000329,1134589.00000000,0.04791711,0.000000,0.000000
1584175718.53466702,0.04008802,0.01701774,0.00000330,1135720.00000000,0.05135688,0.000000,0.000000
1584175718.63476396,0.04009278,0.01638503,0.00000329,1137356.00000000,0.04875989,0.000000,0.000000
1584175718.73484612,0.04009982,0.01879934,0.00000338,1138937.00000000,0.05293424,0.000000,0.000000
1584175718.83492494,0.04010558,0.01740693,0.00000328,1140342.00000000,0.05061831,0.000000,0.000000
1584175718.93502092,0.04011307,0.01690683,0.00000353,1141493.00000000,0.05379386,0.000000,0.000000
1584175719.03516412,0.04011678,0.01609185,0.00000327,1142826.00000000,0.04689946,0.000000,0.000000
1584175719.13517404,0.04012058,0.01589199,0.00000327,1144291.00000000,0.04706136,0.000000,0.000000
1584175719.23533893,0.04012516,0.01718753,0.00000327,1145436.00000000,0.04851096,0.000000,0.000000
1584175719.33535194,0.04012928,0.01618803,0.00000333,1146678.00000000,0.04766537,0.000000,0.000000
1584175719.43553901,0.04013231,0.01506762,0.00000330,1147849.00000000,0.04568745,0.000000,0.000000
1584175719.53554010,0.04013545,0.01480185,0.00000331,1149138.00000000,0.04588293,0.000000,0.000000
1584175719.63605809,0.04013853,0.01523245,0.00000333,1150631.00000000,0.04577482,0.000000,0.000000
1584175719.73571706,0.04013960,0.01309923,0.00000330,1151806.00000000,0.04210928,0.000000,0.000000
1584175719.83585191,0.04014305,0.01602902,0.00000340,1152858.00000000,0.04646645,0.000000,0.000000
1584175719.93599510,0.04014453,0.01266522,0.00000333,1153249.00000000,0.04286529,0.000000,0.000000
1584175720.03602600,0.04014642,0.01470267,0.00000334,1154215.00000000,0.04362781,0.000000,0.000000
1584175720.13606501,0.04014932,0.01426588,0.00000334,1155400.00000000,0.04546629,0.000000,0.000000
1584175720.23618603,0.04015021,0.01362569,0.00000325,1155981.00000000,0.04179383,0.000000,0.000000
1584175720.33623004,0.04015058,0.01273669,0.00000327,1157114.00000000,0.04083570,0.000000,0.000000
1584175720.43701291,0.04015111,0.01328703,0.00000331,1157858.00000000,0.04111784,0.000000,0.000000
1584175720.53640294,0.04015113,0.01197517,0.00000331,1158638.00000000,0.04019994,0.000000,0.000000
1584175720.63658690,0.04015118,0.01193550,0.00000335,1159236.00000000,0.04023011,0.000000,0.000000
1584175720.73661804,0.04015075,0.01157873,0.00000329,1160087.00000000,0.03936121,0.000000,0.000000
1584175720.83668399,0.04015019,0.01160991,0.00000327,1160882.00000000,0.03911730,0.000000,0.000000
1584175720.93678689,0.04015005,0.01224914,0.00000327,1161565.00000000,0.03989192,0.000000,0.000000
1584175721.03710604,0.04014971,0.01136605,0.00000335,1162286.00000000,0.03951770,0.000000,0.000000
1584175721.13694811,0.04014953,0.01184866,0.00000333,1163051.00000000,0.03982633,0.000000,0.000000
1584175721.23703599,0.04014873,0.01149923,0.00000330,1163673.00000000,0.03865621,0.000000,0.000000
1584175721.33710098,0.04015014,0.01272236,0.00000354,1164341.00000000,0.04276269,0.000000,0.000000
1584175721.43722296,0.04014871,0.01088195,0.00000327,1164920.00000000,0.03751282,0.000000,0.000000
1584175721.53730798,0.04014770,0.01121030,0.00000330,1165512.00000000,0.03827774,0.000000,0.000000
1584175721.63751602,0.04014717,0.01127707,0.00000335,1166129.00000000,0.03916685,0.000000,0.000000
1584175721.73742890,0.04014666,0.01159479,0.00000333,1167102.00000000,0.03918849,0.000000,0.000000
1584175721.83776498,0.04014649,0.01157021,0.00000336,1167654.00000000,0.03983845,0.000000,0.000000
1584175721.93762207,0.04014491,0.01053582,0.00000330,1168260.00000000,0.03720734,0.000000,0.000000
1584175722.03775406,0.04014512,0.01151577,0.00000337,1168843.00000000,0.04054051,0.000000,0.000000
1584175722.13780189,0.04014364,0.01068176,0.00000329,1169420.00000000,0.03739353,0.000000,0.000000
1584175722.23805189,0.04014340,0.01134054,0.00000330,1170112.00000000,0.03969830,0.000000,0.000000
1584175722.33798504,0.04014249,0.01135042,0.00000330,1170891.00000000,0.03844314,0.000000,0.000000
1584175722.43808007,0.04014302,0.01372170,0.00000332,1171652.00000000,0.04113953,0.000000,0.000000
1584175722.53813601,0.04014507,0.01172758,0.00000357,1172455.00000000,0.04395578,0.000000,0.000000
1584175722.63827109,0.04014441,0.01150343,0.00000325,1172643.00000000,0.03891466,0.000000,0.000000
1584175722.73829508,0.04014471,0.01107778,0.00000334,1173253.00000000,0.04069954,0.000000,0.000000
1584175722.83845592,0.04014519,0.01249151,0.00000330,1174039.00000000,0.04104203,0.000000,0.000000
1584175722.93848991,0.04014610,0.01207040,0.00000329,1174511.00000000,0.04185478,0.000000,0.000000
1584175723.03860307,0.04014801,0.01210924,0.00000332,1175315.00000000,0.04370249,0.000000,0.000000
1584175723.13868594,0.04014754,0.01142962,0.00000324,1176393.00000000,0.03926994,0.000000,0.000000
1584175723.23877692,0.04014929,0.01357910,0.00000327,1177214.00000000,0.04343164,0.000000,0.000000
1584175723.33881497,0.04014853,0.01086547,0.00000311,1177383.00000000,0.03872652,0.000000,0.000000
1584175723.43900108,0.04014759,0.01069445,0.00000314,1178107.00000000,0.03837764,0.000000,0.000000
1584175723.53898501,0.04014683,0.01157166,0.00000316,1178729.00000000,0.03872097,0.000000,0.000000
1584175723.63911700,0.04014726,0.01196478,0.00000323,1179399.00000000,0.04095807,0.000000,0.000000
1584175723.73918104,0.04014702,0.01076143,0.00000319,1180040.00000000,0.03969315,0.000000,0.000000
1584175723.83928394,0.04014686,0.01089997,0.00000315,1180674.00000000,0.03985003,0.000000,0.000000
1584175723.93934798,0.04014658,0.01111823,0.00000324,1181519.00000000,0.03962997,0.000000,0.000000
1584175724.03951311,0.04014587,0.01103958,0.00000322,1182101.00000000,0.03881532,0.000000,0.000000
1584175724.13959789,0.04014494,0.01095169,0.00000320,1182849.00000000,0.03839288,0.000000,0.000000
1584175724.23961306,0.04014378,0.01099739,0.00000313,1183583.00000000,0.03795431,0.000000,0.000000
1584175724.33973789,0.04014273,0.01101162,0.00000315,1184415.00000000,0.03816730,0.000000,0.000000
1584175724.43978906,0.04014153,0.01071989,0.00000314,1185029.00000000,0.03788758,0.000000,0.000000
1584175724.53989911,0.04013976,0.01049074,0.00000312,1185657.00000000,0.03680678,0.000000,0.000000
1584175724.63994002,0.04013796,0.01040709,0.00000312,1186175.00000000,0.03675865,0.000000,0.000000
1584175724.74009299,0.04013679,0.01080532,0.00000312,1186703.00000000,0.03793662,0.000000,0.000000
1584175724.84011602,0.04013498,0.01038047,0.00000315,1187309.00000000,0.03672431,0.000000,0.000000
1584175724.94024205,0.04013351,0.01117561,0.00000311,1187926.00000000,0.03734692,0.000000,0.000000
1584175725.04025793,0.04013302,0.01149512,0.00000320,1188509.00000000,0.03921586,0.000000,0.000000
1584175725.14038992,0.04013713,0.01094590,0.00000381,1189139.00000000,0.04789022,0.000000,0.000000
1584175725.24046397,0.04013591,0.01010359,0.00000325,1189880.00000000,0.03783895,0.000000,0.000000
1584175725.34060192,0.04013438,0.01054126,0.00000318,1190495.00000000,0.03724096,0.000000,0.000000
1584175725.44065189,0.04013329,0.01053119,0.00000324,1191148.00000000,0.03806524,0.000000,0.000000
1584175725.54078388,0.04013258,0.01255040,0.00000313,1191901.00000000,0.03878561,0.000000,0.000000
1584175725.64085293,0.04013154,0.01142248,0.00000317,1192449.00000000,0.03817456,0.000000,0.000000
1584175725.74091506,0.04013100,0.01169141,0.00000338,1192808.00000000,0.03910240,0.000000,0.000000
1584175725.84102201,0.04013932,0.02706149,0.00000336,1193640.00000000,0.05590721,0.000000,0.000000
1584175725.94107699,0.04013961,0.01300375,0.00000322,1194734.00000000,0.04069941,0.000000,0.000000
1584175726.04118299,0.04013914,0.01185687,0.00000330,1186502.00000000,0.03924398,0.000000,0.000000
1584175726.14127398,0.04013700,0.01079440,0.00000318,1187440.00000000,0.03607502,0.000000,0.000000
1584175726.24130511,0.04013701,0.01111099,0.00000334,1188173.00000000,0.04014499,0.000000,0.000000
1584175726.34146905,0.04013690,0.01424340,0.00000319,1188972.00000000,0.03994086,0.000000,0.000000
1584175726.44153404,0.04013503,0.01008370,0.00000324,1190189.00000000,0.03656526,0.000000,0.000000
1584175726.54158092,0.04013415,0.01183729,0.00000317,1191104.00000000,0.03847198,0.000000,0.000000
1584175726.64173102,0.04013305,0.01028530,0.00000315,1191800.00000000,0.03803541,0.000000,0.000000
1584175726.74175191,0.04013236,0.01132827,0.00000318,1192502.00000000,0.03882431,0.000000,0.000000
1584175726.84187698,0.04013253,0.01165953,0.00000319,1193253.00000000,0.04045944,0.000000,0.000000
1584175726.94196296,0.04013395,0.01351634,0.00000323,1194288.00000000,0.04283855,0.000000,0.000000
1584175727.04202890,0.04013413,0.01213075,0.00000315,1194943.00000000,0.04047679,0.000000,0.000000
1584175727.14207602,0.04013620,0.01325945,0.00000318,1195817.00000000,0.04408760,0.000000,0.000000
1584175727.24220395,0.04013781,0.01298497,0.00000323,1196848.00000000,0.04319722,0.000000,0.000000
1584175727.34227991,0.04013903,0.01225587,0.00000316,1197683.00000000,0.04248510,0.000000,0.000000
1584175727.44237399,0.04014092,0.01229118,0.00000325,1198546.00000000,0.04374184,0.000000,0.000000
1584175727.54250598,0.04014326,0.01333317,0.00000314,1199536.00000000,0.04461972,0.000000,0.000000
1584175727.64254904,0.04014576,0.01334422,0.00000322,1200552.00000000,0.04492485,0.000000,0.000000
1584175727.74261999,0.04014909,0.01404344,0.00000323,1201444.00000000,0.04651849,0.000000,0.000000
1584175727.84272599,0.04015259,0.01492967,0.00000313,1202232.00000000,0.04686111,0.000000,0.000000
1584175727.94276190,0.04015419,0.01208680,0.00000315,1202982.00000000,0.04322036,0.000000,0.000000
1584175728.04289103,0.04015660,0.01255077,0.00000325,1203897.00000000,0.04478400,0.000000,0.000000
1584175728.14293504,0.04015839,0.01249055,0.00000314,1204584.00000000,0.04358153,0.000000,0.000000
1584175728.24311495,0.04016115,0.01262867,0.00000323,1205219.00000000,0.04546182,0.000000,0.000000
1584175728.34315300,0.04016446,0.01297505,0.00000324,1205895.00000000,0.04652503,0.000000,0.000000
1584175728.44320011,0.04016745,0.01313995,0.00000320,1206734.00000000,0.04589960,0.000000,0.000000
1584175728.54331493,0.04017060,0.01358146,0.00000325,1207511.00000000,0.04622162,0.000000,0.000000
1584175728.64340401,0.04017350,0.01286929,0.00000334,1207983.00000000,0.04575419,0.000000,0.000000
1584175728.74351311,0.04017497,0.01159601,0.00000317,1208751.00000000,0.04300388,0.000000,0.000000
1584175728.84356689,0.04017850,0.01337598,0.00000332,1209545.00000000,0.04697421,0.000000,0.000000
1584175728.94370198,0.04018472,0.02071586,0.00000318,1210298.00000000,0.05216748,0.000000,0.000000
1584175729.04372692,0.04018423,0.01035791,0.00000293,1205525.00000000,0.03923435,0.000000,0.000000
1584175729.14382100,0.04018510,0.01159755,0.00000297,1206994.00000000,0.04186992,0.000000,0.000000
1584175729.24393106,0.04018697,0.01230028,0.00000306,1208363.00000000,0.04379943,0.000000,0.000000
1584175729.34403300,0.04018745,0.01200221,0.00000309,1209639.00000000,0.04111070,0.000000,0.000000
1584175729.44411206,0.04018851,0.01168799,0.00000321,1210958.00000000,0.04222357,0.000000,0.000000
1584175729.54421997,0.04018934,0.01156954,0.00000317,1211955.00000000,0.04179474,0.000000,0.000000
1584175729.64428711,0.04019008,0.01141430,0.00000313,1213130.00000000,0.04162498,0.000000,0.000000
1584175729.74439311,0.04019097,0.01176785,0.00000316,1214037.00000000,0.04191767,0.000000,0.000000
1584175729.84447789,0.04019201,0.01169871,0.00000315,1214928.00000000,0.04219245,0.000000,0.000000
1584175729.94448495,0.04019832,0.01342522,0.00000356,1215761.00000000,0.05241448,0.000000,0.000000
1584175730.04459500,0.04020008,0.01262619,0.00000318,1216672.00000000,0.04360906,0.000000,0.000000
1584175730.14469910,0.04020164,0.01330912,0.00000315,1217868.00000000,0.04322876,0.000000,0.000000
1584175730.24479604,0.04020396,0.01317523,0.00000320,1218881.00000000,0.04469782,0.000000,0.000000
1584175730.34489894,0.04020774,0.01382821,0.00000325,1219824.00000000,0.04755096,0.000000,0.000000
1584175730.44497299,0.04020981,0.01299985,0.00000320,1220953.00000000,0.04421863,0.000000,0.000000
1584175730.54506993,0.04021479,0.01336646,0.00000340,1221904.00000000,0.04988567,0.000000,0.000000
1584175730.64517403,0.04021963,0.01523440,0.00000326,1222900.00000000,0.04962313,0.000000,0.000000
1584175730.74525595,0.04022256,0.01326718,0.00000320,1223801.00000000,0.04592035,0.000000,0.000000
1584175730.84532094,0.04022460,0.01308893,0.00000314,1224467.00000000,0.04420565,0.000000,0.000000
1584175730.94543195,0.04022611,0.01301139,0.00000313,1225134.00000000,0.04315293,0.000000,0.000000
1584175731.04551506,0.04022785,0.01332975,0.00000315,1226064.00000000,0.04362062,0.000000,0.000000
1584175731.14568400,0.04022978,0.01236257,0.00000320,1226542.00000000,0.04398419,0.000000,0.000000
1584175731.24564195,0.04023082,0.01199334,0.00000316,1227271.00000000,0.04226904,0.000000,0.000000
1584175731.34573698,0.04023275,0.01273528,0.00000320,1228130.00000000,0.04399602,0.000000,0.000000
1584175731.44596791,0.04023440,0.01300276,0.00000319,1228936.00000000,0.04345437,0.000000,0.000000
1584175731.54594207,0.04023625,0.01264015,0.00000314,1229007.00000000,0.04383224,0.000000,0.000000
1584175731.64603209,0.04023729,0.01187700,0.00000317,1229498.00000000,0.04228593,0.000000,0.000000
1584175731.74612808,0.04023924,0.01277388,0.00000319,1230354.00000000,0.04404112,0.000000,0.000000
1584175731.84620595,0.04024099,0.01283785,0.00000319,1231273.00000000,0.04366855,0.000000,0.000000
1584175731.94630098,0.04024242,0.01303481,0.00000317,1232254.00000000,0.04303283,0.000000,0.000000
1584175732.04633999,0.04024333,0.01215251,0.00000316,1233131.00000000,0.04203283,0.000000,0.000000
1584175732.14646411,0.04024432,0.01209946,0.00000316,1233919.00000000,0.04217967,0.000000,0.000000
1584175732.24652910,0.04024832,0.01278485,0.00000343,1234742.00000000,0.04808025,0.000000,0.000000
1584175732.34663701,0.04025092,0.01278317,0.00000319,1235451.00000000,0.04534408,0.000000,0.000000
1584175732.44669104,0.04025172,0.01219285,0.00000315,1236177.00000000,0.04183187,0.000000,0.000000
1584175732.54678011,0.04025364,0.01320933,0.00000316,1236819.00000000,0.04401842,0.000000,0.000000
1584175732.64684510,0.04025616,0.01347788,0.00000323,1237581.00000000,0.04519391,0.000000,0.000000
1584175732.74700499,0.04025653,0.01115729,0.00000313,1238156.00000000,0.04097631,0.000000,0.000000
1584175732.84703302,0.04025636,0.01129897,0.00000320,1238866.00000000,0.03992764,0.000000,0.000000
1584175732.94715190,0.04025760,0.01207514,0.00000320,1239474.00000000,0.04269704,0.000000,0.000000
1584175733.04730701,0.04025877,0.01212944,0.00000321,1240414.00000000,0.04256877,0.000000,0.000000
1584175733.14730692,0.04026001,0.01329768,0.00000311,1241166.00000000,0.04269840,0.000000,0.000000
